Location,lat,long,year,plot,block,variety,inoculum,dap,dt,inc_germ,inc_germ_new,inc_germ_cum,date,inc_all4,inc_all4_new,inc_all4_cum,sy_inc,syinc_new,syinc_cum,germ_dy/dt,sy_dy/dt,can_cover
Quincy,30.54,-84.583,2019,121,1,TUF297,Scl2,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,121,1,TUF297,Scl2,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,122,1,TUF297,Grn3,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,122,1,TUF297,Grn3,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,122,1,TUF297,Grn3,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,122,1,TUF297,Grn3,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,122,1,TUF297,Grn3,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,122,1,TUF297,Grn3,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,201,2,TUF297,Scl3,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,201,2,TUF297,Scl3,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,201,2,TUF297,Scl3,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,201,2,TUF297,Scl3,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,201,2,TUF297,Scl3,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,201,2,TUF297,Scl3,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,202,2,TUF297,Scl2,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,202,2,TUF297,Scl2,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,202,2,TUF297,Scl2,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,202,2,TUF297,Scl2,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,202,2,TUF297,Scl2,126,13,0,0,0,9/19/2019,5,5,5,0,0,0,0,0,
Quincy,30.54,-84.583,2019,202,2,TUF297,Scl2,138,12,0,0,0,10/1/2019,0,0,5,5,5,5,0,0.416666667,
Quincy,30.54,-84.583,2019,204,2,TUF297,Grn3,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,204,2,TUF297,Grn3,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,204,2,TUF297,Grn3,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,204,2,TUF297,Grn3,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,204,2,TUF297,Grn3,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,204,2,TUF297,Grn3,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,205,2,TUF297,Control,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,205,2,TUF297,Control,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,205,2,TUF297,Control,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,205,2,TUF297,Control,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,205,2,TUF297,Control,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,205,2,TUF297,Control,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,206,2,TUF297,Grn2,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,206,2,TUF297,Grn2,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,206,2,TUF297,Grn2,92,36,0,0,0,8/16/2019,5,5,5,0,0,0,0,0,
Quincy,30.54,-84.583,2019,206,2,TUF297,Grn2,113,21,0,0,0,9/6/2019,0,0,5,5,5,5,0,0.238095238,
Quincy,30.54,-84.583,2019,206,2,TUF297,Grn2,126,13,0,0,0,9/19/2019,5,5,10,0,0,5,0,0,
Quincy,30.54,-84.583,2019,206,2,TUF297,Grn2,138,12,5,5,5,10/1/2019,0,0,10,5,5,10,0.416666667,0.416666667,
Quincy,30.54,-84.583,2019,207,2,TUF297,Grn control,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,207,2,TUF297,Grn control,56,8,0,0,0,7/11/2019,5,5,5,0,0,0,0,0,
Quincy,30.54,-84.583,2019,207,2,TUF297,Grn control,92,36,5,5,5,8/16/2019,0,0,5,5,5,5,0.138888889,0.138888889,
Quincy,30.54,-84.583,2019,207,2,TUF297,Grn control,113,21,0,0,5,9/6/2019,0,0,5,0,0,5,0,0,
Quincy,30.54,-84.583,2019,207,2,TUF297,Grn control,126,13,0,0,5,9/19/2019,0,0,5,0,0,5,0,0,
Quincy,30.54,-84.583,2019,207,2,TUF297,Grn control,138,12,0,0,5,10/1/2019,0,0,5,0,0,5,0,0,
Quincy,30.54,-84.583,2019,209,2,TUF297,Scl1,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,209,2,TUF297,Scl1,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,209,2,TUF297,Scl1,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,209,2,TUF297,Scl1,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,209,2,TUF297,Scl1,126,13,0,0,0,9/19/2019,5,5,5,0,0,0,0,0,
Quincy,30.54,-84.583,2019,209,2,TUF297,Scl1,138,12,0,0,0,10/1/2019,0,0,5,5,5,5,0,0.416666667,
Quincy,30.54,-84.583,2019,211,2,TUF297,Grn1,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,211,2,TUF297,Grn1,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,211,2,TUF297,Grn1,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,211,2,TUF297,Grn1,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,211,2,TUF297,Grn1,126,13,0,0,0,9/19/2019,15,15,15,0,0,0,0,0,
Quincy,30.54,-84.583,2019,211,2,TUF297,Grn1,138,12,0,0,0,10/1/2019,0,0,15,15,15,15,0,1.25,
Quincy,30.54,-84.583,2019,213,2,GA06G,Scl2,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,213,2,GA06G,Scl2,56,8,0,0,0,7/11/2019,10,10,10,0,0,0,0,0,
Quincy,30.54,-84.583,2019,213,2,GA06G,Scl2,92,36,0,0,0,8/16/2019,10,10,20,10,10,10,0,0.277777778,
Quincy,30.54,-84.583,2019,213,2,GA06G,Scl2,113,21,0,0,0,9/6/2019,5,5,25,10,10,20,0,0.476190476,
Quincy,30.54,-84.583,2019,213,2,GA06G,Scl2,126,13,0,0,0,9/19/2019,5,0,25,5,5,25,0,0.384615385,
Quincy,30.54,-84.583,2019,213,2,GA06G,Scl2,138,12,0,0,0,10/1/2019,0,0,25,5,0,25,0,0,
Quincy,30.54,-84.583,2019,216,2,GA06G,Control,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,216,2,GA06G,Control,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,216,2,GA06G,Control,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,216,2,GA06G,Control,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,216,2,GA06G,Control,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,216,2,GA06G,Control,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,217,2,GA06G,Grn2,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,217,2,GA06G,Grn2,56,8,0,0,0,7/11/2019,25,25,25,0,0,0,0,0,
Quincy,30.54,-84.583,2019,217,2,GA06G,Grn2,92,36,25,25,25,8/16/2019,50,30,55,15,15,15,0.694444444,0.416666667,
Quincy,30.54,-84.583,2019,217,2,GA06G,Grn2,113,21,0,0,25,9/6/2019,10,0,55,50,40,55,0,1.904761905,
Quincy,30.54,-84.583,2019,217,2,GA06G,Grn2,126,13,0,0,25,9/19/2019,25,0,55,10,0,55,0,0,
Quincy,30.54,-84.583,2019,217,2,GA06G,Grn2,138,12,0,0,25,10/1/2019,0,0,55,25,0,55,0,0,
Quincy,30.54,-84.583,2019,218,2,GA06G,Scl3,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,218,2,GA06G,Scl3,56,8,0,0,0,7/11/2019,15,15,15,0,0,0,0,0,
Quincy,30.54,-84.583,2019,218,2,GA06G,Scl3,92,36,15,15,15,8/16/2019,20,5,20,10,10,10,0.416666667,0.277777778,
Quincy,30.54,-84.583,2019,218,2,GA06G,Scl3,113,21,0,0,15,9/6/2019,0,0,20,20,10,20,0,0.476190476,
Quincy,30.54,-84.583,2019,218,2,GA06G,Scl3,126,13,0,0,15,9/19/2019,0,0,20,0,0,20,0,0,
Quincy,30.54,-84.583,2019,218,2,GA06G,Scl3,138,12,0,0,15,10/1/2019,0,0,20,0,0,20,0,0,
Quincy,30.54,-84.583,2019,219,2,GA06G,Grn control,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,219,2,GA06G,Grn control,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,219,2,GA06G,Grn control,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,219,2,GA06G,Grn control,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,219,2,GA06G,Grn control,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,219,2,GA06G,Grn control,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,220,2,GA06G,Scl1,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,220,2,GA06G,Scl1,56,8,0,0,0,7/11/2019,10,10,10,0,0,0,0,0,
Quincy,30.54,-84.583,2019,220,2,GA06G,Scl1,92,36,10,10,10,8/16/2019,15,10,20,10,10,10,0.277777778,0.277777778,
Quincy,30.54,-84.583,2019,220,2,GA06G,Scl1,113,21,0,0,10,9/6/2019,5,0,20,15,10,20,0,0.476190476,
Quincy,30.54,-84.583,2019,220,2,GA06G,Scl1,126,13,0,0,10,9/19/2019,15,10,30,5,0,20,0,0,
Quincy,30.54,-84.583,2019,220,2,GA06G,Scl1,138,12,0,0,10,10/1/2019,0,0,30,15,10,30,0,0.833333333,
Quincy,30.54,-84.583,2019,221,2,GA06G,Grn3,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,221,2,GA06G,Grn3,56,8,0,0,0,7/11/2019,5,5,5,0,0,0,0,0,
Quincy,30.54,-84.583,2019,221,2,GA06G,Grn3,92,36,0,0,0,8/16/2019,0,0,5,5,5,5,0,0.138888889,
Quincy,30.54,-84.583,2019,221,2,GA06G,Grn3,113,21,0,0,0,9/6/2019,0,0,5,0,0,5,0,0,
Quincy,30.54,-84.583,2019,221,2,GA06G,Grn3,126,13,0,0,0,9/19/2019,5,5,10,0,0,5,0,0,
Quincy,30.54,-84.583,2019,221,2,GA06G,Grn3,138,12,0,0,0,10/1/2019,0,0,10,5,5,10,0,0.416666667,
Quincy,30.54,-84.583,2019,222,2,GA06G,Grn1,48,48,0,0,0,7/3/2019,5,5,5,0,0,0,0,0,
Quincy,30.54,-84.583,2019,222,2,GA06G,Grn1,56,8,5,5,5,7/11/2019,20,15,20,0,0,0,0.625,0,
Quincy,30.54,-84.583,2019,222,2,GA06G,Grn1,92,36,20,15,20,8/16/2019,5,0,20,10,10,10,0.416666667,0.277777778,
Quincy,30.54,-84.583,2019,222,2,GA06G,Grn1,113,21,0,0,20,9/6/2019,5,0,20,5,0,10,0,0,
Quincy,30.54,-84.583,2019,222,2,GA06G,Grn1,126,13,0,0,20,9/19/2019,5,0,20,5,0,10,0,0,
Quincy,30.54,-84.583,2019,222,2,GA06G,Grn1,138,12,0,0,20,10/1/2019,0,0,20,5,0,10,0,0,
Quincy,30.54,-84.583,2019,302,3,TUF297,Scl3,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,302,3,TUF297,Scl3,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,302,3,TUF297,Scl3,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,302,3,TUF297,Scl3,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,302,3,TUF297,Scl3,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,302,3,TUF297,Scl3,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,303,3,TUF297,Scl2,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,303,3,TUF297,Scl2,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,303,3,TUF297,Scl2,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,303,3,TUF297,Scl2,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,303,3,TUF297,Scl2,126,13,0,0,0,9/19/2019,5,5,5,0,0,0,0,0,
Quincy,30.54,-84.583,2019,303,3,TUF297,Scl2,138,12,0,0,0,10/1/2019,0,0,5,5,5,5,0,0.416666667,
Quincy,30.54,-84.583,2019,304,3,TUF297,Grn1,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,304,3,TUF297,Grn1,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,304,3,TUF297,Grn1,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,304,3,TUF297,Grn1,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,304,3,TUF297,Grn1,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,304,3,TUF297,Grn1,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,305,3,TUF297,Grn3,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,305,3,TUF297,Grn3,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,305,3,TUF297,Grn3,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,305,3,TUF297,Grn3,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,305,3,TUF297,Grn3,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,305,3,TUF297,Grn3,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,307,3,TUF297,Scl1,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,307,3,TUF297,Scl1,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,307,3,TUF297,Scl1,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,307,3,TUF297,Scl1,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,307,3,TUF297,Scl1,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,307,3,TUF297,Scl1,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,308,3,TUF297,Grn2,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,308,3,TUF297,Grn2,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,308,3,TUF297,Grn2,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,308,3,TUF297,Grn2,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,308,3,TUF297,Grn2,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,308,3,TUF297,Grn2,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,309,3,TUF297,Grn control,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,309,3,TUF297,Grn control,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,309,3,TUF297,Grn control,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,309,3,TUF297,Grn control,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,309,3,TUF297,Grn control,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,309,3,TUF297,Grn control,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,311,3,TUF297,Control,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,311,3,TUF297,Control,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,311,3,TUF297,Control,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,311,3,TUF297,Control,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,311,3,TUF297,Control,126,13,0,0,0,9/19/2019,5,5,5,0,0,0,0,0,
Quincy,30.54,-84.583,2019,311,3,TUF297,Control,138,12,0,0,0,10/1/2019,0,0,5,5,5,5,0,0.416666667,
Quincy,30.54,-84.583,2019,312,3,GA06G,Grn2,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,312,3,GA06G,Grn2,56,8,0,0,0,7/11/2019,25,25,25,0,0,0,0,0,
Quincy,30.54,-84.583,2019,312,3,GA06G,Grn2,92,36,20,20,20,8/16/2019,35,15,40,25,25,25,0.555555556,0.694444444,
Quincy,30.54,-84.583,2019,312,3,GA06G,Grn2,113,21,0,0,20,9/6/2019,10,0,40,35,15,40,0,0.714285714,
Quincy,30.54,-84.583,2019,312,3,GA06G,Grn2,126,13,0,0,20,9/19/2019,25,5,45,10,0,40,0,0,
Quincy,30.54,-84.583,2019,312,3,GA06G,Grn2,138,12,0,0,20,10/1/2019,0,0,45,25,5,45,0,0.416666667,
Quincy,30.54,-84.583,2019,313,3,GA06G,Scl2,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,313,3,GA06G,Scl2,56,8,0,0,0,7/11/2019,5,5,5,0,0,0,0,0,
Quincy,30.54,-84.583,2019,313,3,GA06G,Scl2,92,36,5,5,5,8/16/2019,25,20,25,5,5,5,0.138888889,0.138888889,
Quincy,30.54,-84.583,2019,313,3,GA06G,Scl2,113,21,0,0,5,9/6/2019,15,5,30,25,20,25,0,0.952380952,
Quincy,30.54,-84.583,2019,313,3,GA06G,Scl2,126,13,0,0,5,9/19/2019,10,5,35,15,5,30,0,0.384615385,
Quincy,30.54,-84.583,2019,313,3,GA06G,Scl2,138,12,0,0,5,10/1/2019,0,0,35,10,5,35,0,0.416666667,
Quincy,30.54,-84.583,2019,314,3,GA06G,Grn3,48,48,0,0,0,7/3/2019,0,0,0,5,5,5,0,0.104166667,
Quincy,30.54,-84.583,2019,314,3,GA06G,Grn3,56,8,0,0,0,7/11/2019,0,0,0,0,0,5,0,0,
Quincy,30.54,-84.583,2019,314,3,GA06G,Grn3,92,36,0,0,0,8/16/2019,0,0,0,0,0,5,0,0,
Quincy,30.54,-84.583,2019,314,3,GA06G,Grn3,113,21,0,0,0,9/6/2019,0,0,0,0,0,5,0,0,
Quincy,30.54,-84.583,2019,314,3,GA06G,Grn3,126,13,0,0,0,9/19/2019,0,0,0,0,0,5,0,0,
Quincy,30.54,-84.583,2019,314,3,GA06G,Grn3,138,12,0,0,0,10/1/2019,5,5,5,0,0,5,0,0,
Quincy,30.54,-84.583,2019,315,3,GA06G,Grn control,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,315,3,GA06G,Grn control,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,315,3,GA06G,Grn control,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,315,3,GA06G,Grn control,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,315,3,GA06G,Grn control,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,315,3,GA06G,Grn control,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,316,3,GA06G,Scl1,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,316,3,GA06G,Scl1,56,8,0,0,0,7/11/2019,15,15,15,0,0,0,0,0,
Quincy,30.54,-84.583,2019,316,3,GA06G,Scl1,92,36,10,10,10,8/16/2019,20,10,25,15,15,15,0.277777778,0.416666667,
Quincy,30.54,-84.583,2019,316,3,GA06G,Scl1,113,21,0,0,10,9/6/2019,0,0,25,20,10,25,0,0.476190476,
Quincy,30.54,-84.583,2019,316,3,GA06G,Scl1,126,13,0,0,10,9/19/2019,10,0,25,0,0,25,0,0,
Quincy,30.54,-84.583,2019,316,3,GA06G,Scl1,138,12,0,0,10,10/1/2019,0,0,25,10,0,25,0,0,
Quincy,30.54,-84.583,2019,317,3,GA06G,Grn1,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,317,3,GA06G,Grn1,56,8,0,0,0,7/11/2019,20,20,20,0,0,0,0,0,
Quincy,30.54,-84.583,2019,317,3,GA06G,Grn1,92,36,20,20,20,8/16/2019,20,5,25,20,20,20,0.555555556,0.555555556,
Quincy,30.54,-84.583,2019,317,3,GA06G,Grn1,113,21,0,0,20,9/6/2019,0,0,25,20,5,25,0,0.238095238,
Quincy,30.54,-84.583,2019,317,3,GA06G,Grn1,126,13,0,0,20,9/19/2019,20,5,30,0,0,25,0,0,
Quincy,30.54,-84.583,2019,317,3,GA06G,Grn1,138,12,0,0,20,10/1/2019,0,0,30,20,5,30,0,0.416666667,
Quincy,30.54,-84.583,2019,320,3,GA06G,Control,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,320,3,GA06G,Control,56,8,0,0,0,7/11/2019,5,5,5,0,0,0,0,0,
Quincy,30.54,-84.583,2019,320,3,GA06G,Control,92,36,5,5,5,8/16/2019,0,0,5,5,5,5,0.138888889,0.138888889,
Quincy,30.54,-84.583,2019,320,3,GA06G,Control,113,21,0,0,5,9/6/2019,0,0,5,0,0,5,0,0,
Quincy,30.54,-84.583,2019,320,3,GA06G,Control,126,13,0,0,5,9/19/2019,0,0,5,0,0,5,0,0,
Quincy,30.54,-84.583,2019,320,3,GA06G,Control,138,12,0,0,5,10/1/2019,0,0,5,0,0,5,0,0,
Quincy,30.54,-84.583,2019,322,3,GA06G,Scl3,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,322,3,GA06G,Scl3,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,322,3,GA06G,Scl3,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,322,3,GA06G,Scl3,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,322,3,GA06G,Scl3,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,322,3,GA06G,Scl3,138,12,0,0,0,10/1/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,401,4,GA06G,Control,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,401,4,GA06G,Control,56,8,0,0,0,7/11/2019,10,10,10,0,0,0,0,0,
Quincy,30.54,-84.583,2019,401,4,GA06G,Control,92,36,5,5,5,8/16/2019,5,0,10,10,10,10,0.138888889,0.277777778,
Quincy,30.54,-84.583,2019,401,4,GA06G,Control,113,21,0,0,5,9/6/2019,0,0,10,5,0,10,0,0,
Quincy,30.54,-84.583,2019,401,4,GA06G,Control,126,13,0,0,5,9/19/2019,5,0,10,0,0,10,0,0,
Quincy,30.54,-84.583,2019,401,4,GA06G,Control,138,12,0,0,5,10/1/2019,0,0,10,5,0,10,0,0,
Quincy,30.54,-84.583,2019,402,4,GA06G,Grn control,48,48,0,0,0,7/3/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,402,4,GA06G,Grn control,56,8,0,0,0,7/11/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,402,4,GA06G,Grn control,92,36,0,0,0,8/16/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,402,4,GA06G,Grn control,113,21,0,0,0,9/6/2019,0,0,0,0,0,0,0,0,
Quincy,30.54,-84.583,2019,402,4,GA06G,Grn control,126,13,0,0,0,9/19/2019,0,0,0,0,0,0,0,0,
